monthly_payment,description,price,square_price,area,rooms,subways,floors
264505.0,"Id 378952. Продам просторную квартиру в кирпичном доме! В квартире сделан косметический ремонт, окна ПВХ, все комнаты изолированные, санузел раздельный, входная металическая дверь. Без балкона. Подъезд чистый, домофон. Во дворе детская площадка. В шаговой доступности магазины, фитнес центры, аптеки, детские сады, школы, метро «Перово». Быстрый выход на сделку!",14000000,243055,57.6,3,"Перово, Шоссе Энтузиастов, Шоссе энтузиастов",5
450835.20243673853,,23186760,427800,54.2,2,нет метро,25
211604.0,"Id 379280. Предлагаем Вам просторную, светлую и уютную 2-х комнатную квартиру, площадью 46,6 м² и это без огромной лоджии! Квартира имеет выход окон на две стороны. Сделан свежий ремонт, везде установили натяжной потолок и добавили освещение. Утилизировали старую мебель и Вам предлагается полностью обновленный вариант. Остаются последние штрихи, поставить желаемые двери и освежить паркет. Один из главных критериев нашего предложения, это узаконенная перепланировка, за счет которой кухня стала просторней и уютнее.  Будущему владельцу остается кухонный гарнитур со всей имеющейся техникой: холодильник, стиральная машина, посудомоечная машина. Приезжайте на просмотр и убедитесь в правильности своего выбора! 

Отличное расположение дома позволит с комфортом проживать любой семье. В микрорайоне большое количество детских садов и школ, одна прямо напротив дома. В шаговой доступности все самое необходимое, начиная от различных мелких магазинов, аптек, различных салонов красоты и точек выдачей товара, продолжая крупными торговыми центрами и супермаркетами. Удобные выезды на Липецкую улицу, в сторону Варшавского шоссе и ЮВХ. В нескольких минутах ходьбы остановка общественного транспорта и железнодорожная станция Бирюлёво-Товарная (Павелецкий вокзал). Уже реализуется проект по ветки метро, что обязательно положительно скажется на ликвидности и удобстве данного микрорайона.

Один взрослый собственник, материнский капитал и ипотека не использовались!
Бесплатная помощь в одобрении и подборе наиболее выгодной ипотеки.
Звоните и приходите на просмотр, мы с Вами все обсудим и попробуем договориться!",11200000,240343,46.6,2,Покровское,12
450835.20243673853,"Id 376041. Продаётся светлая 2-х комнатная квартира с просторной кухней-гостиной  в благоустроенном ЖК ""Медовая Долина"".

 -Две большие спальные комнаты, одна из которых имеет выход на большую, теплую, застекленную лоджию.
- Просторная прихожая
- Гардеробная
- Вместительная кладовая
-  Раздельный санузел и душевая кабинка добавляют свободного пространства для Ваших идей и позволяют максимально эффективно разместить бытовую технику.

Очень хороший Евро ремонт из качественных материалов, в светлых тонах.
 
 Аккуратный и чистый подъезд, ухоженная придомовая территория позволяют чувствовать себя комфортно не только в стенах квартиры, но и за ёё пределами

 Во внутреннем дворе дома есть детская площадка,что является несомненным плюсом. Рядом есть все необходимое: много продуктовых магазинов, аптеки, суши-бар, озон, парикмахерская, кулинария, кафе, остановка общественного транспорта рядом с домом. До поликлиники, школы и детсада на автобусе 5-7 минут езды. Детей в садики и школы забирает и привозит автобус. Рядом парк и лесопарковая зона. В 8-10 минутах пешком - можно пройтись по благоустроенному пути до станции ""Санино"", недавно открыли МЦД и можно доехать в разные стороны Москвы и пригорода

Документы готовы к сделке, в собственности квартира >5 лет, один собственник.

Звоните, все вопросы по телефону! Ждём Вас на просмотр!",12100000,194847,62.1,2,нет метро,7
450835.20243673853,,38704544,549000,70.5,2,нет метро,25
632735.0,"Продается евро-трехкомнатная квартира с отделкой на 11-м этаже 30-этажного дома в ЖК «КутузовGRAD II».

Общая площадь квартиры - 90 кв.метров: 
Кухня-гостиная - 35 кв. метра
Первая комната (мастер-спальня со своим санузлом)- 18,2 кв. метра + ванная 4,5 кв. метра,
Вторая комната - 15,5 кв. метров. 
Коридор - 9 кв. метров. 
Всего в квартир три санузла. 
Высокие потолки. Окна на две стороны. 

Квартира с ремонтом, готова к проживанию, уже можно заезжать, в квартире никто не жил.

Инфраструктура: 
В шаговой доступности школы, детские сады и медицинские центры.
Внутри ЖК много детских и спортивных площадок. На первых этажах магазины, кафе, бытовые услуги, пункты выдачи и доставки, фотоуслуги, парикмахерские, торговые центры, продуктовые магазины.
3 км до природного заказника ""Долина реки Сетунь"". 

Транспортная доступность:
В радиусе 10 км расположены Деловой центр Москва-Сити, ТТК и Садовое кольцо. 
8 минут на автомобиле или общественном транспорте до станций метро: ""Кунцевская"", ""Давыдково"", ""Славянский бульвар"". 
Удобные выезды на Кутузовский проспект, Рублёвку, Аминьевское и Можайское шоссе, МКАД. 
20 маршрутов наземного транспорта.

Вместе с квартирой в собственности есть машино-место 15,4 кв.метров -  2 шт (с клаус-системой) и кладовка - за отдельную плату. Если полным комплектом (квартира, м/м и кладовка), будет скидка покупателю. 

Документы:
- 1 взрослый собственник 
- Без обременений
- Покупали от застройщика
- Свободная продажа
- Полная стоимость в ДКП 
- Быстрый выход на сделку
- Никто не зарегистрирован. ",33490000,372111,90.0,2,"Кунцевская, Рабочий Посёлок, Кунцевская, Давыдково, Кунцевская (Можайская), Кунцевская",30
450835.20243673853,,12294375,311250,39.5,2,нет метро,22
450835.20243673853,"Прекрасная фасадная ""сталинка"", рядом с Московской областной думой. Высота потолков 3,5 м., ж/б перекрытия, великолепное состояние. Круглосуточное видео-наблюдение, шлагбаум и охрана при въезде во двор. Двор благоустроен.",43300000,400925,108.0,3,"Рижская, Проспект Мира, Марьина Роща, Достоевская, Рижская, Каланчёвская, Марьина Роща (Шереметьевская), Рижская (Ржевская), Проспект Мира",9
450835.20243673853,,11124756,320413,34.72,1,нет метро,25
385289.0,"Арт. 78381353 Продается трехкомнатная квартира в новом ЖК!

Адрес: город Москва, улица Клинская, дом 2А, корпус 7
метро Ховрино и Беломорская
 
Общая площадь 97,4 м2, 9 этаж из 33. Без отделки. 

Расположение:
-Расположен в районе с развитой инфраструктурой 
- Рядом метро Ховрино и Беломорская ( 20 минут пешком)
-Рядом МЦД Грачевская (D3) (5 минут пешком)
- Удобная транспортная развязка
-Остановки общественного транспорта
-Автомобильная парковка

Инфраструктура:
- Грачевский парк и Усадьба Грачевка
-Школа№1474, детские сады
- Продуктовые магазины, кондитерские
-Фитнес центр
- Уютные кафе, рестораны

Здесь всегда красиво, удобно и безопасно!

Для наших покупателей :
Помощь в получении ипотеки в ведущих банках, с высокой степенью одобрения; работаем с любой кредитной историей; имеется качественное юридическое сопровождение сделки.",20392970,209373,97.4,3,"Ховрино, Беломорская",33
450835.20243673853,,11668730,201080,58.03,2,нет метро,13
450835.20243673853,,34365374,490233,70.1,3,нет метро,18
604584.0,"Арт. 77137217 ТОЛЬКО ДЛЯ ПОКУПАТЕЛЕЙ ОДОБРИМ СТАВКУ 12.9% ВМЕСТО 23% - ВЫГОДНЕЕ, ЧЕМ КУПИТЬ У ЗАСТРОЙЩИКА!
Уникальное предложение - Видовая 3-комнатная квартира !
Продается 3-комнатная квартира с черновым ремонтом, расположенная в активно развивающимся районе города по адресу: г.Москва, Каширский проезд, дом 25, корпус 4
На 14 этаже 23 этажного кирпичного дома, общей площадью 89.2м2.
Чистый подъезд, замечательные соседи, видеонаблюдение. Просторные, убранные улицы, много зелени и прогулочных зон.
- Большие комнаты;
- 1 лоджия;
- Отдельная, не проходная зона кухни;
- Высота потолков 3.15м;
- Так же в продаже имеется кладовка
ШАГОВАЯ ДОСТУПНОСТЬ:
- Удобная транспортная развязка;
- В шаговой доступности остановки - можно доехать со всех районов без пересадки;
- Развитая инфраструктура района;
- 3 минуты до метро станции БКЛ Варшавская 
ЛЕГКО КУПИТЬ:
- подходит под ипотеку,
- быстрый выход на сделку (ВСЕ ДОКУМЕНТЫ ГОТОВЫ)
- помощь в одобрении кредита,
- Полное юридическое сопровождение сделки,
- Показ в удобное для вас время (онлайн показ)
- Гарантия безопасности!
Превратим объект в квартиру вашей мечты. Воспользуйтесь программой улучшений  закажите новый ремонт, мебель и технику.
Звоните ПРЯМО СЕЙЧАС, пока ВАШУ будущую квартиру не купил кто-то другой.",32000000,358744,89.2,3,"Нахимовский проспект, Севастопольская, Чертановская, Каховская, Каширская",23
450835.20243673853,,24174471,601355,40.2,1,нет метро,30
450835.20243673853,,22079580,397830,55.5,3,нет метро,31
184209.0,"Добрый вечер, уважаемые покупатели!

Предлагаю Вашему вниманию отличную 1-но комнатную квартиру в шаговой доступности от станции метро Алтуфьево, Лианозово.

Квартира с обычным ремонтом, - на фото представлены возможные варианты отделки, которые наша компания может выполнить для Вас.

Квартира находится на среднем этаже, оснащена всеми коммуникациями. 

Широкие окна позволяют насытить квартиру солнечным светом, двор с зелёными наслаждениями создаёт ощущение нахождения в лесу или на природе. детский гордок и спортивная площадка позволит вам комфортно
и с пользой проводить свое время.
Район насыщен инфраструктурными объектами: магазины шаговой доступности, торговые центры, детские площадки, сады, школы, есть все, чтобы сделать вашу жизнь в этом районе комфортной. 

Ждём ваших предложений по цене, готовы организовать показ в любое удобное для вас время. 

Качество обслуживания гарантировано стандартами агентства недвижимости Самолет плюс, Замоскворечье.",9750000,280979,34.7,1,"Алтуфьево, Бескудниково, Лианозово, Лианозово",9
450835.20243673853,,14580000,225000,64.8,2,нет метро,27
188913.0,"Уважаемые покупатели.
 Предлагаю Вашему вниманию 1-комн квартиру площадью 30.1 м2 расположенную в 2-х минутах от метро Профсоюзная. 

Срочная продажа квартиры!!!! Одна неделя до окончания ремонта, заменены: электропроводка, сантехника, ламинат, окна ПВХ, радиаторы биметалл и прочее.

Рядом с домом расположены: торговый центр, детский сад, школы, магазины шаговой доступности, больница. Район насыщен местами отдыха. 
— Квартира с обычным ремонтом, на фото представлены варианты ремонта, предложенные дизайнером. 
— О квартире : данная квартира имеет жилую комнату 20.8 м2, из которой мы попадаем в кухню 6.0 м2. 
Окна заменены на ПВХ 6 камер/3 стекла, что сделает ваше проживание в квартире комфортным, заменены радиаторы отопления, электропроводка. Данная квартира идеально подойдет для проживания небольшой семьи.

Качество обслуживания гарантируовано стандартами АН Самолет плюс Замоскворечье.",9999000,336666,29.7,1,"Профсоюзная, Новые Черёмушки, Университет, Академическая",8
450835.20243673853,,18071872,389480,46.4,1,нет метро,21
443991.0,"1 комнaтнaя квaртирa в сданном доме, дoкументы нa собствeнность нa рукax. 

«Cepдцe Столицы» — знаковый проeкт, отмечeнный нaгрaдaми экcпертов и Прaвитeльствa Mоcквы.

Кваpтал дaвнo зaвoeвaл любовь мoсквичeй блaгодаря coвременнoму облику, дpужeлюбному блaгоуcтрoйcтву и исключитeльнo удoбной локaции.

Сейчас квартал полностью готов для жизни.

Зеленый остров» внутри квартала
Площадь парка — 2 га
Роща для прогулок и пробежек
Пергола с качелями и шезлонгами
Воркаут",23500000,506465,46.4,1,"Полежаевская, Шелепиха, Хорошёво, Шелепиха, Хорошёвская",43
450835.20243673853,,47398000,632394,74.95,3,нет метро,15
406205.0,"Предлагается к приобретению великолепная двухкомнатная квартира, площадью 43,2 кв.м., в ЖК ""Discovery Park"", корпус ""Аристотель"", на севере Москвы.

О квартире:
Квартира расположена на 10/30 этажного монолитного дома с прямым выходом с парковки в вестибюль метро Ховрино. Квартира продается со всей имеющейся мебелью и бытовой техникой премиум класса (варочная панель, духовой шкаф, холодильник, микроволновая печь производство Electrolux, вытяжка, стиральная машинка LD, телевизоры Haier, сплит-системы Energolu) - все для комфортного проживания! Современная планировка, просторная кухня гостиная, спальная, санузел, холл. Панорамные окна дарят впечатляющие виды. В квартире выполнен качественный, дорогостоящий дизайнерский евроремонт, для собственного проживания. 

О жилом комплексе: 
Discovery Park — это возможность обеспечить себе и своей семье лучшие условия для жизни в одном из самых привлекательных и зелёных районов столицы, расположен в треугольнике с Химкинским лесом и в близи с Химкинским водохранилищем. Фасад дома облицован клинкерным кирпичом. К услугам жителей комплекса представляется: - фитнес-центр Word Class c 25-и метровым бассейном; - двор на крыше стилобата на 6-м этаже с зелеными насаждениями, прогулочными дорожками, столами и стульями для пикника; - двухуровневый паркинг; - детский сад, спортивная и детская площадка; - колясочная комната и лап моечная; - дизайнерское лобби, круглосуточная охрана и закрытая территория; - прямой выход в Торговый комплекс Discovery и метро Ховрино. 

О локации: 
В пешей доступности находятся международный автовокзал ""Северные ворота"", Всероссийская академия внешней торговли, школа 1474, детские сады, спортивные клубы, Городская поликлиника 5, медицинские центы, рестораны и кафе, Удобное расположение ЖК, транспортная доступность с быстрым выездом на Третье Транспортное кольцо, МКАД, Восточную хорду, Ленинградское шоссе, близость к аэропорту Шереметьево. 

О документах: Квартира без долгов и обременений! В договоре указывается полная стоимость квартиры! Документы готовы, в квартире никто не зарегистрирован, быстрый выход на сделку!",21500000,497685,43.2,2,"Ховрино, Беломорская",30
566798.0,"Арт. 88356866 Предлагается видовая 4 евро квартира в ЖК ""Шагал"".

Общая площадь 83 кв.м
Мастер спальня -20 кв.м, с просторной гардеробной,  санузлом-4.7
Комната-11 кв.м. с панарамным остеклением.
Спальня-11 кв.м.
Кухня 20 кв.м
Гардеробная 3 кв.м
Санузел 4.8 кв.м
Прихожая 9 кв.м


Жилой квартал Shagal – это новый масштабный проект бизнес-класса от Группы «Эталон», который появится в Даниловском районе ЮАО Москвы на территории площадью 109 га. В нем – впервые в России – будет реализована концепция 15-минутного города: именно столько времени потребуется жителям, чтобы добраться пешком до любого нужного объекта инфраструктуры.

На территории комплекса появятся беговые, пешеходные дорожки, зоны для спорта и отдыха, отвечающие основным требованиям инклюзивности и подходящие для людей всех возрастов.
Прямо рядом с вашим будущим домом расположится современный дизайнерский парк с водными развлечениями. У жителей квартала Shagal будет возможность совершать утренние пробежки под пение птиц, практиковать SUP-серфинг на зеркальной глади, заниматься йогой под шелест листвы, встречать яркие закаты, дыша свежим речным воздухом.

В жилом квартале предусмотрен полный спектр социальной инфраструктуры: детские сады, школы, поликлиники и многофункциональные общественные пространства. Все, что может понадобиться современному городскому жителю, находится в шаговой доступности.

Жилой квартал Shagal появится в Даниловском районе ЮАО Москвы. Транспортная доступность локации высокая. До станции МЦК «ЗИЛ» можно добраться пешком за 15 минут, до станции метро «Технопарк» Замоскворецкой линии – за 20 минут.
Автомобилистам также будет удобно добираться в центр города и обратно – в 2 км от квартала находится выезд на ТТК.",30000000,361445,83.0,3,"Технопарк, Нагатинская, ЗИЛ, Верхние Котлы",23
336300.0,"Свободная продажа. Квартира без обременений. Продается евротрешка в новом ЖК Дмитровский парк. Квартира с панорамным видом на Москву.
Квартира: общая площадь 56,3 кв. м Комфортная , функциональная планировка: кухня-гостиная 21 кв м , 2 изолированные комнаты:11 и 12 кв. м, 2 санузла, ниша под шкаф купе. Ремонт от застройщика.
Огороженная территория, вход по брелокам. Подземный паркинг. На первом этаже домов кафе, магазины и т.д., в подъезде сквозные входы и выходы на улицу и во двор. Рядом парк, спортивный комплекс с бассейном, торгово-развлекательный центр.
в пешей доступности две станции метро:"" Лианозово"" -20 минут пешком, до станции метро ""Яхромская"" -18 минут.на общественном транспорте 10 минут.
Зеленый обжитой район с развитой инфраструктурой.
Один взрослый собственник. Основание ДДУ. Дом сдан.
Полная стоимость в договоре. Никто не прописан. Быстрая сделка.",17800000,316163,56.3,2,"Селигерская, Бескудниково, Лианозово, Марк, Улица 800-летия Москвы, Лианозово",33
450835.20243673853,,20891475,363330,57.5,2,нет метро,34
392979.0,"Продается уютная, очень солнечная 2-х комнатная квартира, с хорошим ремонтом и мебелью.
 О ДОМЕ: Дом 1988 г.п., панельный с потолками 2,64 м,  расположен в пешей доступности от станций метро ""Беговая"" и ""Полежаевская"".  Подъезд чистый и ухоженный, спокойные и порядочные соседи.
 О КВАРТИРЕ: Комнаты изолированные. Ремонт новый, с заменой всей разводки электрики, отопления и  сантехники, окон, дверей, пола. Встроенная кухня с бытовой техникой европейских производителей, просторный застекленный балкон с местами хранения, который при желании можно обустроить под рабочее пространство или зону отдыха, на окнах -стеклопакеты, санузел раздельный. Комфортный этаж и замечательные панорамные виды из окон на Москва-Сити.
 ИНФРАСТРУКТУРА: Район  Хорошевский очень удобен тем, что позволяет, не выезжая за пределы района, решать все повседневные вопросы. Здесь есть школы, детские сады и секции, поликлиники и частные медицинские центры, супермаркеты, культурные и досуговые центры. В пешей доступности от дома находятся  ТРЦ Хорошо и ТРЦ  Авиапарк, спортивные площадки, парки и скверы . В 15 мин езды на машине можно доехать до Серебряного бора, который по праву считается жемчужиной Москвы, излюбленного места отдыха горожан. Удобный выезд на ТТК в обе стороны, Звенигородское шоссе и  Ленинградский проспект.
ДОКУМЕНТЫ: Квартира без обременений и перепланировок. Один взрослый собственник, срок владения -20 лет. Полная стоимость в ДКП. Юридически свободна. Альтернатива . Оперативный показ. Быстрый выход на сделку.",20800000,407843,51.0,2,"Полежаевская, Беговая, Хорошёво, ЦСКА, Хорошёвская, Беговая",17
623477.0,"Id 380211. ПРЕКРАСНЫЙ ВАРИАНТ!!

Продается большая светлая уютная квартира на высоком первом этаже.
Распашонка.
Квартира с  ремонтом, мебелирована и оснащена необходимой бытовой техникой.
Встроенная мебель позволит вам въехать в кратчайший срок.
Организованы две ванные комнаты и гардеробные.
Кирпичный дом расположен в глубине тихого зеленого двора, шум улицы не доставит Вам неудобств.
Транспортные развязки (станции метро Профсоюзная в 3 минутах пешком) и развитая инфраструктура района (магазины, школы, детские сада и т.д.) предоставят дополнительный комфорт.
Быстрый выход на сделку.
Возможна продажа в ипотеку (Поможем одобрить на лучших для Вас условиях).
Звоните!! Покажем, расскажем, убедим!!
Квартира",33000000,340206,97.0,4,"Профсоюзная, Новые Черёмушки, Академическая",5
450835.20243673853,,24750000,500000,49.5,2,нет метро,29
450835.20243673853,,20971233,312723,67.06,2,нет метро,29
434356.0,"Id 380137. Лучшая трёхкомнатная квартира в Бутырском районе!

Три просторные изолированные светлые комнаты, кухня оборудованная качественным гарнитуром, раздельный санузел с ванной комнатой, изолированная кладовая, вместительный шкаф для хранения в прихожей!

Дом 1996 года постройки, в подъезде имеются два лифта. В доме всегда спокойно и тихо. Снаружи дома расположена парковка и на ней всегда есть свободные места. 

Рядом с домом несколько школ (№1236, №1494, в т.ч. с дошкольными отделениями), взрослые и детские поликлиники, продуктовые магазины (ВкусВилл, Перекресток, Пятерочка и др.). 

Документы прозрачны и готовы к сделке! Поможем в одобрении и получении ипотеки, а также получении скидки на процентную ставку!

Дорогие коллеги: Ваш бонус предусмотрен!

Легкая альтернатива, варианты для выхода на сделку имеются!

Звоните и мы договоримся об оперативном показе!",22990000,285945,80.4,3,"Петровско-Разумовская, Тимирязевская, Фонвизинская, Окружная, Тимирязевская, Окружная, Петровско-Разумовская",14
396758.0,"Id 380102. Продается просторная, светлая 3-ная квартира в 15-ти этажном доме на 7-ом этаже. В одном из лучших районов Зеленограда.

Планировка:
Общая площадь - 75 кв.м
Комнаты - 15 кв.м, 15 кв.м, 14 кв.м
Кухня - 14 кв.м

Преимущества:
Комната:окна комнат выходят во двор.
Кухння: большая, светлая с кухонным гарнитуром.
Ванна: Плитка- стены, пол.
Туалет: Пол- плитка..
Окна – пластиковые.
По договорённости в квартире остаётся мебель.
На этаже общая дверь .
Во дворе дома детские площадки.

В районе развитая инфраструктура. Школа, детский сад №2045. В шаговой доступности несколько сетевых магазинов, пунктов выдачи интернет магазинов, аптеки, салоны красоты, кафе, рестораны и др.

Свободная продажа. Документы готовы для быстрого выхода на сделку.

Покупателю данной квартиры помощь в оформлении ипотеки, преференции от банков-партнеров агентства недвижимости ""ОГРК-центр"", офис в городе Зеленоград.

Звоните, смотрите, покупайте и живите!",21000000,280000,75.0,3,нет метро,15
450835.20243673853,,25080050,541685,46.3,1,нет метро,27
450835.20243673853,,36304200,437400,83.0,3,нет метро,42
712276.0,"Id 380069. Вашему вниманию, шикарная трехкомнатная квартира, евро планировкой, в монолитном доме на Шенкурском проезде. В квартире сделан качественный ремонт, остается вся мебель и техника. Закрытая территория, видеонаблюдение, удачное расположение дома.
      Вся инфраструктура в шаговой доступности: школа, детский сад, поликлиника, магазины, салоны и т. д. В шаговой доступности метро и автобусные остановки.
      Два взрослых собственника, без обременений, полная стоимость в ДКП. Помощь в одобрении ипотеки, полное юридическое сопровождение, гарантия и безопасность сделки.",37700000,356669,105.7,3,"Алтуфьево, Бибирево, Бескудниково",16
450835.20243673853,,42797500,425000,100.7,3,нет метро,37
245612.0,"Id 379944. Ближайшее время показа 25 декабря. 
Продам уютную 1 комнатную квартиру.
Квартира 34,6 кв м, на 11/26 этажного дома, окна во двор (тихая), со всей мебелью и техникой.
+Закрытая территория без машин. 
Качественный ремонт от застройщика.
Квартира без перепланировок.
Невысокий этаж + близость к метро + инфраструктура (школа, дет.сад, поликлиники, несколько парков (горнолыжные в том числе), недалеко Ашан, Леруа мерлен и др.
 ТЦ, 30 минут до ТТК, рядом МКАД + быстрый выезд на любое из шоссе в регион)и др.

Хорошие соседи. 
Квартира была куплена напрямую у застройщика.
Быстрый выход на сделку, звоните все расскажу и покажу.
Подходит под ипотеку, помогу одобрить ипотеку. 
Не упустите свой шанс приобрести желанную квартиру по хорошей цене.",13000000,375722,34.6,1,"Улица Академика Янгеля, Аннино, Лесопарковая, Красный Строитель, Битца",26
187799.0,"Id 379934. Уникальное предложение!!

Продается светлая и уютная квартира в развитом районе города.Есть холодильник.стиральная машина.диван.шкаф.

Отличная инфраструктура.В шаговой доступности школа и детские сады.торговые центры и сетевые магазины.фитнес центры.поликлиники.детские и спортивные площадки.

До МЦД-4 20 минут пешком.До метро Новокосино -15 минут пешком. Прописка-Москва. 

Звоните и звоните ответим на все Ваши вопросы и оперативно покажем.Помощь в одобрении ипотеки.Сделки ОГРК застрахованы.Юридическое сопровождение сделки.",9939999,263660,37.7,1,Новокосино,14
450835.20243673853,,26728072,311515,85.8,3,нет метро,34
450835.20243673853,,81018678,644540,125.7,4,нет метро,48
387312.0,"Id 379829. Просторная трехкомнатная квaртира с прoдуманный pемoнтoм, качественные матepиaлы, пocле капитальногo рeмoнта с пoлнoй замeной кoммуникaций, элeктричеcкoй прoводки, штукатурки, стяжки. Пеpeплaниpовкa узаконeнa. Большая гостиная, совмещённая c кухней, две спальни. В комнатах установлены бризеры, в санузле есть выводы под сушильные и стиральные машины. Высокие потолки. 
В подъезде свежий капитальный ремонт.
Под квартирой высокий сухой подвал, где есть небольшое помещение для хранения. 
Парковка за шлагбаумом, большой тихий двор.             
Улица Юннатов тупиковая, машин очень мало.
Рядом Петровская гимназия, несколько садиков, школ, новые детские и взрослые поликлиники.
Район тихий и зеленый, с хорошей транспортной доступностью. Три станции по зелёной ветке - и вы в самом центре Москвы. Рядом БКЛ, МЦД-2.",20500000,353448,58.0,3,"Динамо, Дмитровская, Савёловская, Петровский парк, Гражданская, Дмитровская",5
245612.0,"Id 379822. Купите квартиру и сделайте ремонт под запросы именно своей семьи.
Этот ЖК Эко-Аквилон Митино расположен в самом экологически чистом районе Москвы с видом на реку и зеленый лес.
В 2023 году уже введены 3 корпуса данного ЖК, сейчас ведутся отделочные работы внутри самих квартир. Территория вокруг домов уже благоустроена, местные жители активно заселяются.
Квартиру застройщик сдал c популярной предчистовой отделкой white box.
Планировка квартиры удобная, отлично подойдет как молодой паре с ребенком или семье, ценящим комфорт и уют. Проект реализован с лоджиями и балконами. Дома возведены из монолитного каркаса с подземным паркингом и кладовыми.
Реально зеленый район, практически со всех сторон у него лес и парковая зона. 
Инфраструктура уже реализована за счет коммерческих помещений в ранее построенных ЖК, но у нашего самое интересное месторасположение. Вокруг дома реализованы детские площадки, парковка прямо у дома. Детские садики и школа в пешей доступности от дома.
Транспортная доступность организована до нескольких станций метро Пятницкое шоссе и Митино. 
Ключи на руках, собственность оформлена, показы по договоренности. Рассмотрим обмен на вашу недвижимость",13000000,260000,50.0,2,"Волоколамская, Митино, Пятницкое шоссе, Планерная, Волоколамская, Трикотажная",24
450835.20243673853,,24704222,441935,55.9,2,нет метро,28
623477.0,"Id 379139. Успейте приобрести самое выгодное предложение в районе Дорогомилово по привлекательной цене квадратного метра.
В этой просторной квартире вы сможете сделать ремонт своей мечты.
Добротный кирпичный дом, чистый подъезд, всего по две квартиры на площадке. Подъезды к дому огорожены шлагбаумами. 
В пешей доступности два детских сада с бассейном, рейтинговая гимназия, школа №56 Академика Легасова.
У квартиры три взрослых собственника, альтернатива подобрана. На сделку выйдем за месяц.",33000000,293594,112.4,4,"Деловой центр, Парк Победы, Кутузовская, Студенческая, Выставочная, Международная, Деловой центр, Кутузовская, Деловой центр",5
